4.780000000000000000e+02 1.672000000000000000e+03 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
1.395000000000000000e+03 5.340000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
1.838000000000000000e+03 5.750000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
1.554000000000000000e+03 8.660000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
2.331000000000000000e+03 2.600000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
1.880000000000000000e+02 1.698000000000000000e+03 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
2.163000000000000000e+03 6.040000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
1.461000000000000000e+03 1.832000000000000000e+03 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
7.440000000000000000e+02 1.080000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
2.177000000000000000e+03 2.198000000000000000e+03 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
4.300000000000000000e+03 1.212000000000000000e+03 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
3.273000000000000000e+03 7.940000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
3.823000000000000000e+03 8.800000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
4.000000000000000000e+02 9.110000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
2.259500000000000000e+03 5.780000000000000000e+02 1.350000000000000000e+01 2.000000000000000000e+01 0.000000000000000000e+00
1.641000000000000000e+03 5.840000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
1.703000000000000000e+03 1.006000000000000000e+03 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
9.910000000000000000e+02 2.285000000000000000e+03 1.000000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00
